,year,state_name,district_name,registration_circles,murder,clpbl_hmcrd_not_amt_murder,hit_and_run,acdnt_other_than_hit_and_run_,deaths_negl_rel_rail_acdnt,deaths_due_med_negnc,deaths_neg_civic_bodies,deaths_other_negnc,abetment_of_suicide,atmpt_cmmt_murder,atmpt_cmmt_clpb_hmcrd,atmpt_cmmt_suicide,vlntrly_caus_simple_hurt,vlntrly_caus_dangers_weapons,vlntrly_caus_pub_srvnt_duty,hrt_endgrng_lf_safety,other_simple_hurt,vlntrly_caus_grvus_hurt,grvus_hrt_dangerous_wepn,acid_attack,atmpt_acid_attack,grvus_hrt_pub_srvnt_duty,grvus_hrt_lf_safety,other_grievous_hurt,wrngful_rest_cnfm,assault_on_women,sex_hrrsmt_work_office_prms,sex_hrrsmt_pub_trnsprt_sys,sex_hrrsmt_shelter_homes,sex_hrrsmt_other_places,intnt_disrbe,voyeurism,stalking,missing_child_kidnpd,other_kidnp_abduc,kidnp_abdctn_begging,kidnp_abdctn_murder,kidnapping_for_ransom,kidnp_abdctn_marrg,proc_minor_girls,import_girls_frgn_cntry,other_kidnp_abduc_sec_365_369,human_trafficking,exp_traf_person,sell_minors_prost,buy_minors_prost,rape,atmpt_rape,unnatural_offences,ofnc_agnst_state_sedition,ofnc_agnst_state_other,ofnc_agnst_pub_trnqul,rioting_communal_religious,rioting_sectarian,rioting_industrial,rioting_political,rioting_caste_conflict,rioting_agrarian,rioting_students,rioting_vigilants,rioting_money_dispute,rioting_enmity_rivalry,riot_andolan_morcha,riot_polc_prsnl_gvt_srvnt,other_rioting,prmt_enmty_grps,impt_asrtns_prjudc_intgrtn,affray,auto_motor_vehicle_theft,other_thefts,day_time_burglary,night_burglary,extortion_and_blackmailing,robbery,atmpt_dacoity_robbery,dacoity,dacoity_with_murder,mkng_prprtn_assmbly_cmmttng_dcty,criminal_misappropriation,criminal_breach_of_trust,dsh_hon_rec_deal_stl_prop,counterfeit_coin,cntrfte_govt_stamp,cntrft_seal_mark,cntrft_curr_bank_notes,bank_frauds,atm_fraud,credit_debit_card_fraud,other_frauds,cheating,forgery,ofnc_elections,disbnc_ordr_prmlgtd_pblc_srvnt,harboring_offender,sale_food_drugs,rash_driving_pub_way,csng_hrt_rsh_nglgnt_drvng_pblc_wy,grvus_hrt_rsh_nglgnt_drvng,obstruction_pub_way,sale_obscene_books_objects,obscene_acts_songs_public_places,ofnc_religion,cheating_impersonation,ofnc_mischief,arson,criminal_trespass,crcl_false_fake_news_rumours,criminal_intimidation,insult_modesty_women,other_ipc_crimes
758,2017,West Bengal,Malda,Malda,59.0,71.0,0.0,212.0,0.0,3.0,0.0,1.0,48.0,968.0,421.0,0.0,264.0,187.0,0.0,0.0,202.0,931.0,537.0,1.0,0.0,0.0,0.0,0.0,172.0,122.0,0.0,0.0,0.0,13.0,19.0,2.0,9.0,0.0,32.0,0.0,0.0,4.0,16.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,104.0,93.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,8.0,0.0,0.0,0.0,303.0,257.0,0.0,1.0,28.0,7.0,0.0,6.0,0.0,65.0,0.0,15.0,90.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,110.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,11.0,90.0
759,2017,West Bengal,Murshidabad,Murshidabad,167.0,22.0,0.0,368.0,0.0,0.0,0.0,3.0,23.0,2550.0,1.0,0.0,804.0,44.0,52.0,0.0,0.0,2400.0,833.0,2.0,2.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,25.0,21.0,3.0,15.0,0.0,251.0,0.0,3.0,2.0,105.0,0.0,0.0,33.0,8.0,0.0,2.0,0.0,166.0,344.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,177.0,424.0,0.0,0.0,12.0,21.0,0.0,2.0,0.0,138.0,1.0,108.0,1.0,0.0,0.0,0.0,58.0,3.0,18.0,0.0,0.0,195.0,48.0,0.0,144.0,0.0,1.0,0.0,7.0,340.0,0.0,0.0,0.0,1.0,1.0,9.0,42.0,47.0,0.0,23.0,17.0,418.0
760,2017,West Bengal,Nadia,Nadia,132.0,20.0,31.0,206.0,0.0,12.0,0.0,6.0,24.0,601.0,126.0,0.0,143.0,0.0,0.0,0.0,0.0,154.0,427.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,11.0,55.0,3.0,3.0,0.0,186.0,0.0,0.0,0.0,86.0,1.0,0.0,46.0,2.0,0.0,0.0,0.0,74.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,66.0,545.0,0.0,2.0,28.0,7.0,0.0,1.0,0.0,203.0,0.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,279.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,2445.0
761,2017,West Bengal,Paschim Medinipur,Paschim Medinipur,107.0,5.0,0.0,370.0,0.0,0.0,0.0,11.0,12.0,879.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,84.0,6.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,60.0,0.0,0.0,5.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,57.0,34.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,6.0,0.0,0.0,296.0,496.0,1.0,14.0,28.0,14.0,0.0,5.0,0.0,45.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,22.0,0.0,0.0,0.0,0.0,21.0,98.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,828.0
762,2017,West Bengal,Purba Medinipur,Purab Medinipur,91.0,5.0,30.0,304.0,0.0,0.0,0.0,10.0,17.0,216.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,19.0,18.0,1.0,6.0,0.0,157.0,0.0,3.0,1.0,23.0,11.0,0.0,13.0,7.0,0.0,6.0,0.0,46.0,35.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,197.0,345.0,0.0,12.0,19.0,24.0,0.0,2.0,0.0,28.0,0.0,176.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,58.0,33.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,2792.0
763,2017,West Bengal,Purulia,Purulia,71.0,3.0,5.0,100.0,0.0,0.0,0.0,0.0,11.0,106.0,11.0,0.0,97.0,25.0,0.0,0.0,0.0,385.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,12.0,109.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,111.0,0.0,2.0,5.0,5.0,0.0,1.0,0.0,12.0,0.0,21.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,295.0
764,2017,West Bengal,Kolkata,Sealdah Grp,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,2.0,0.0,19.0,7.0,0.0,0.0,0.0,23.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,643.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,79.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,27.0
765,2017,West Bengal,Darjeeling,Siliguri Grp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
766,2017,West Bengal,Darjeeling,Siliguri Pc,29.0,6.0,58.0,38.0,0.0,3.0,0.0,7.0,1.0,51.0,6.0,0.0,287.0,158.0,5.0,15.0,2.0,419.0,74.0,1.0,0.0,0.0,0.0,7.0,219.0,76.0,0.0,0.0,0.0,10.0,24.0,1.0,0.0,0.0,50.0,0.0,3.0,1.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,319.0,540.0,0.0,1.0,11.0,11.0,0.0,2.0,0.0,14.0,0.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,185.0,57.0,0.0,0.0,0.0,0.0,22.0,45.0,170.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,157.0,0.0,0.0,13.0,366.0
767,2017,West Bengal,Uttar Dinajpur,Uttar Dinajpur,86.0,16.0,49.0,194.0,0.0,0.0,0.0,3.0,20.0,709.0,8.0,0.0,262.0,92.0,0.0,0.0,0.0,797.0,167.0,1.0,0.0,0.0,0.0,0.0,396.0,13.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,60.0,1.0,2.0,1.0,28.0,6.0,0.0,157.0,2.0,0.0,1.0,0.0,54.0,63.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,1.0,0.0,150.0,207.0,0.0,2.0,7.0,27.0,0.0,6.0,1.0,15.0,0.0,20.0,31.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,114.0,6.0,0.0,0.0,0.0,0.0,14.0,51.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,561.0,0.0,0.0,1.0,303.0
768,2017,West Bengal,South 24 Parganas,Baruipur Police,101.0,18.0,0.0,107.0,0.0,0.0,0.0,0.0,7.0,193.0,0.0,0.0,1221.0,0.0,0.0,0.0,0.0,1250.0,553.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,7.0,26.0,3.0,7.0,0.0,269.0,0.0,0.0,0.0,114.0,24.0,0.0,59.0,0.0,0.0,1.0,0.0,45.0,72.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,107.0,474.0,0.0,38.0,26.0,12.0,0.0,4.0,0.0,79.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,4058.0
769,2017,West Bengal,Hooghly,Chandannagar Pc,36.0,9.0,0.0,65.0,0.0,0.0,0.0,5.0,21.0,206.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,7.0,14.0,0.0,8.0,0.0,25.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,91.0,297.0,0.0,11.0,6.0,7.0,0.0,1.0,0.0,133.0,0.0,20.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,462.0,3.0,0.0,0.0,0.0,0.0,21.0,13.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,928.0
770,2017,West Bengal,South 24 Parganas,Diamond Harbour Police,67.0,4.0,17.0,119.0,0.0,5.0,0.0,2.0,16.0,366.0,156.0,0.0,0.0,15.0,0.0,0.0,0.0,760.0,212.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,58.0,79.0,5.0,9.0,0.0,102.0,0.0,0.0,2.0,7.0,35.0,0.0,0.0,2.0,0.0,3.0,0.0,42.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2.0,0.0,0.0,44.0,225.0,9.0,0.0,8.0,8.0,0.0,5.0,0.0,45.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0,7.0,0.0,15.0,0.0,0.0,0.0,5.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,735.0
771,2017,West Bengal,Kalimpong,Kalimpong,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,46.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,38.0
772,2017,West Bengal,Purba Bardhaman,Purba Bardhaman,87.0,11.0,0.0,426.0,0.0,0.0,0.0,4.0,28.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,3.0,62.0,2.0,6.0,0.0,106.0,0.0,0.0,0.0,40.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,29.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,109.0,278.0,2.0,0.0,25.0,17.0,0.0,2.0,0.0,111.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,282.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2797.0
773,2017,West Bengal,South 24 Parganas,Sundarban Police,50.0,6.0,0.0,78.0,0.0,0.0,0.0,0.0,9.0,65.0,0.0,0.0,422.0,0.0,0.0,0.0,3.0,916.0,206.0,4.0,1.0,0.0,0.0,0.0,45.0,11.0,0.0,0.0,0.0,6.0,13.0,1.0,2.0,0.0,26.0,1.0,1.0,1.0,29.0,3.0,0.0,42.0,4.0,0.0,7.0,0.0,16.0,25.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,11.0,98.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,25.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,0.0,34.0,0.0,0.0,0.0,4.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,8.0,84.0
774,2017,West Bengal,North 24 Parganas,Barasat,86.0,17.0,0.0,186.0,0.0,0.0,0.0,11.0,61.0,527.0,420.0,0.0,585.0,83.0,0.0,0.0,0.0,1476.0,184.0,3.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,40.0,29.0,9.0,26.0,0.0,282.0,0.0,0.0,2.0,27.0,3.0,0.0,30.0,4.0,0.0,8.0,0.0,60.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,0.0,0.0,62.0,467.0,0.0,1.0,19.0,14.0,0.0,0.0,0.0,57.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,119.0,0.0,0.0,0.0,0.0,0.0,18.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,28.0,2608.0
775,2017,West Bengal,North 24 Parganas,Basirhat,45.0,3.0,0.0,108.0,0.0,0.0,0.0,0.0,17.0,228.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,20.0,2.0,4.0,0.0,177.0,0.0,0.0,2.0,32.0,2.0,0.0,16.0,4.0,0.0,0.0,0.0,26.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,34.0,188.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1659.0
776,2017,Andaman And Nicobar Islands,South Andamans,South Andaman,6.0,0.0,1.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,28.0,5.0,10.0,13.0,8.0,0.0,9.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,1.0,0.0,0.0,6.0,3.0,3.0,2.0,8.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,9.0,29.0,20.0,36.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,6.0,4.0
777,2017,Andaman And Nicobar Islands,North And Middle Andaman,North & Middle Andaman,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,38.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,8.0
778,2017,Andaman And Nicobar Islands,Nicobars,Nicobar,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
779,2017,Chandigarh,Chandigarh,Chandigarh,25.0,4.0,32.0,63.0,0.0,0.0,10.0,0.0,15.0,27.0,6.0,8.0,32.0,21.0,31.0,11.0,1.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,0.0,0.0,0.0,18.0,8.0,3.0,22.0,116.0,25.0,0.0,0.0,3.0,33.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,65.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,2.0,23.0,0.0,0.0,1.0,909.0,551.0,52.0,129.0,4.0,54.0,0.0,10.0,0.0,2.0,0.0,18.0,23.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,25.0,72.0,0.0,0.0,96.0,1.0,0.0,33.0,198.0,10.0,105.0,0.0,2.0,0.0,0.0,0.0,13.0,29.0,1.0,1.0,12.0,16.0
780,2017,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Dadra And Nagar Haveli,3.0,1.0,27.0,15.0,0.0,0.0,0.0,13.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,18.0,20.0,7.0,17.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0
781,2017,The Dadra And Nagar Haveli And Daman And Diu,Daman,Daman,5.0,0.0,8.0,20.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,15.0,33.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,12.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,31.0
782,2017,The Dadra And Nagar Haveli And Daman And Diu,Diu,Diu,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
783,2017,Delhi,Central,Central,9.0,5.0,43.0,33.0,0.0,0.0,0.0,7.0,2.0,36.0,64.0,3.0,169.0,80.0,19.0,15.0,9.0,16.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,40.0,39.0,8.0,22.0,196.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,1.0,0.0,0.0,76.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,1762.0,5600.0,194.0,335.0,9.0,165.0,2.0,0.0,0.0,2.0,0.0,34.0,1.0,0.0,0.0,0.0,3.0,5.0,18.0,7.0,15.0,149.0,7.0,0.0,394.0,0.0,0.0,28.0,199.0,0.0,624.0,0.0,0.0,1.0,1.0,1.0,7.0,23.0,0.0,0.0,32.0,194.0
784,2017,Delhi,North West,Crime Branch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,11.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
